Rhode Island , 2020-04-12 , -63 , -43
Rhode Island , 2020-04-13 , -56 , -54
Rhode Island , 2020-04-14 , -35 , -51
Rhode Island , 2020-04-15 , -36 , -51
Rhode Island , 2020-04-16 , -37 , -51
Rhode Island , 2020-04-17 , -39 , -49
Rhode Island , 2020-04-18 , -54 , -41
South Carolina , 2020-04-12 , -64 , -46
South Carolina , 2020-04-13 , -36 , -45
South Carolina , 2020-04-14 , -29 , -41
South Carolina , 2020-04-15 , -25 , -42
South Carolina , 2020-04-16 , -26 , -41
South Carolina , 2020-04-17 , -30 , -41
South Carolina , 2020-04-18 , -34 , -29
South Dakota , 2020-04-12 , -73 , -44
South Dakota , 2020-04-13 , -41 , -39
South Dakota , 2020-04-14 , -40 , -37
South Dakota , 2020-04-15 , -32 , -37
South Dakota , 2020-04-16 , -33 , -37
South Dakota , 2020-04-17 , -32 , -35
South Dakota , 2020-04-18 , -37 , -26
Tennessee , 2020-04-12 , -65 , -47
Tennessee , 2020-04-13 , -33 , -44
Tennessee , 2020-04-14 , -31 , -43
Tennessee , 2020-04-15 , -21 , -42
Tennessee , 2020-04-16 , -25 , -42
Tennessee , 2020-04-17 , -30 , -42
Tennessee , 2020-04-18 , -33 , -27
Texas , 2020-04-12 , -57 , -43
Texas , 2020-04-13 , -38 , -47
Texas , 2020-04-14 , -36 , -47
Texas , 2020-04-15 , -29 , -46
Texas , 2020-04-16 , -32 , -47
Texas , 2020-04-17 , -37 , -46
Texas , 2020-04-18 , -41 , -31
Utah , 2020-04-12 , -54 , -45
Utah , 2020-04-13 , -38 , -48
Utah , 2020-04-14 , -32 , -48
Utah , 2020-04-15 , -31 , -48
Utah , 2020-04-16 , -34 , -48
Utah , 2020-04-17 , -35 , -45
Utah , 2020-04-18 , -38 , -28
Vermont , 2020-04-12 , -75 , -48
Vermont , 2020-04-13 , -53 , -56
Vermont , 2020-04-14 , -48 , -55
Vermont , 2020-04-15 , -42 , -55
Vermont , 2020-04-16 , -47 , -54
Vermont , 2020-04-17 , -50 , -54
Vermont , 2020-04-18 , -54 , -41
Virginia , 2020-04-12 , -59 , -44
Virginia , 2020-04-13 , -44 , -52
Virginia , 2020-04-14 , -36 , -49
Virginia , 2020-04-15 , -33 , -50
Virginia , 2020-04-16 , -34 , -49
Virginia , 2020-04-17 , -36 , -48
Virginia , 2020-04-18 , -43 , -33
Washington , 2020-04-12 , -56 , -43
Washington , 2020-04-13 , -40 , -55
Washington , 2020-04-14 , -39 , -56
Washington , 2020-04-15 , -34 , -55
Washington , 2020-04-16 , -35 , -55
Washington , 2020-04-17 , -40 , -54
Washington , 2020-04-18 , -47 , -38
West Virginia , 2020-04-12 , -62 , -37
West Virginia , 2020-04-13 , -39 , -44
West Virginia , 2020-04-14 , -34 , -42
West Virginia , 2020-04-15 , -24 , -42
West Virginia , 2020-04-16 , -29 , -42
West Virginia , 2020-04-17 , -36 , -41
West Virginia , 2020-04-18 , -36 , -29
Wisconsin , 2020-04-12 , -70 , -43
Wisconsin , 2020-04-13 , -47 , -45
Wisconsin , 2020-04-14 , -46 , -45
Wisconsin , 2020-04-15 , -39 , -44
Wisconsin , 2020-04-16 , -40 , -44
Wisconsin , 2020-04-17 , -43 , -44
Wisconsin , 2020-04-18 , -42 , -27
Wyoming , 2020-04-12 , -64 , -40
Wyoming , 2020-04-13 , -39 , -36
Wyoming , 2020-04-14 , -36 , -35
Wyoming , 2020-04-15 , -29 , -36
Wyoming , 2020-04-16 , -40 , -40
Wyoming , 2020-04-17 , -33 , -34
Wyoming , 2020-04-18 , -32 , -24
